FAMID ID ILMN_1662174 ILMN_1670576 ILMN_3245973 ILMN_1668277 ILMN_1666206 ILMN_1724762 ILMN_1707448 ILMN_2300695 ILMN_2200917 ILMN_1699599 ILMN_1797428 ILMN_1771862 ILMN_1690907 ILMN_1715680 ILMN_1687213 ILMN_1691693 ILMN_3248511
2390 2390 0.230516596 1.043717794 0.364667818 0.144109319 -0.019226791 -0.291453626 -0.081782044 -0.074765935 -0.183691185 0.118289781 0.1855205875 -0.1113363316 0.056399481 0.081182904 -0.62819109 0.269333528 -0.42196683
2437 2437 0.082469334 0.512700964 -0.308368281 -0.069653278 0.0782760227 0.395853359 0.447417213 0.200340302 -0.253866176 -0.909290063 -0.1796325777 0.1942566743 0.386507647 -0.030537565 -1.25565207 0.1718870764 -1.28193594
2439 2439 0.233608074 1.34812796 0.145393499 0.17828367 -0.1214612348 0.129254347 -0.077575034 0.355789093 0.014122412 -0.080207556 -0.1258598186 0.1037906866 -0.132258499 -0.146014704 -1.1162856 -0.0336069104 -0.7046807
2476 2476 -0.344542647 -1.089731688 -0.150876949 -0.027037242 -0.0383752624 0.330537931 0.133780609 -0.246733445 -0.021576337 0.447302039 0.3038897514 -0.1502811028 -0.160197775 -0.005772993 -0.02137921 0.2802459206 -0.14930361
2493 2493 -0.035539732 0.374507957 -0.594833351 -0.322521653 0.0433235953 0.133369387 0.185146385 -0.067092458 0.156165313 -0.846287918 -0.5735377204 0.1411844439 -0.001990569 -0.077159042 0.92630039 -0.6769946116 1.04893591
2506 2506 -0.231640733 -1.12846317 -0.058061929 0.127401747 0.1935323395 0.100172888 0.240677118 0.553722498 -0.074190195 0.153403557 0.5010070736 0.0171531095 0.396000187 0.040634418 -1.52424374 0.1836627455 -1.23042021
2507 2507 -0.018735684 0.392888822 0.073735856 0.078631537 -0.1612447531 0.575485118 -0.147653784 0.105677933 0.182057201 0.586373717 0.6174244505 -0.1584590812 0.452023367 0.175517213 -0.48235019 0.6540001011 -1.05531662
2510 2510 -0.90239942 1.154670635 -0.047556979 -0.253035999 -0.304721886 -0.005985925 0.314987603 0.552164496 -0.228506195 0.083804963 0.2590582306 0.1902246455 -0.444344839 -0.022679744 -0.16018674 0.0162234616 -0.19201574
2511 2511 -0.019481031 0.171344541 -0.028360849 -0.025232127 0.0167191111 -0.135755905 -0.496560708 0.108855191 0.139978735 0.550164767 0.2268576755 -0.0864993061 -0.230799281 0.07452278 -1.18067428 0.4164192477 -0.89767101
2519 2519 -0.440659294 0.780120464 0.35684017 -0.027081445 -0.0743705731 -0.087582712 -0.246729764 0.303066507 0.157222244 0.046344955 0.2287408787 0.1067616899 -0.211833493 0.251665055 -0.26900015 0.2555422207 -0.57007473
2549 2549 0.240381393 -1.109231302 0.390459812 -0.414256189 0.2727360395 -0.461409954 -0.150391816 0.035837398 0.167793597 -0.146427619 -0.1888012977 -0.0977100733 0.273498067 0.364413882 2.08314936 0.100521348 1.98804081
2759 2759 -0.360085824 0.061463399 -0.141011637 -0.045526291 -0.6158314636 -0.004633809 -0.086107138 0.626938453 0.77560223 -0.514065415 -0.8367127585 0.2962904724 0.069338765 0.057203663 2.50453328 -0.7016210185 2.32852016
2767 2767 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
